timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724655297920,112,Add requirement-143,200,OK,Spike test 1-29,text,true,,3209,1050,8,8,https://assets.msn.com/content/v1/cms/api/amp/Document/BBIcbQS?akmprotocol=h2,111,0,71
1724655297957,99,Login-139,200,OK,Spike test 1-24,text,true,,1197,967,8,8,https://beacons.gcp.gvt2.com/domainreliability/upload,99,0,67
1724655298032,40,Add requirement-144,200,OK,Spike test 1-29,text,true,,2903,1034,8,8,https://assets.msn.com/content/v1/cms/api/amp/Document/AAPDEK,40,0,0
1724655296811,1278,Login-141,400,Exception while decoding the payload,Spike test 1-28,text,false,,532,117164,8,8,https://self.events.data.microsoft.com/OneCollector/1.0/,1278,0,358
1724655297991,103,Add requirement-147,200,OK,Spike test 1-30,text,true,,1154,925,8,8,https://beacons.gvt2.com/domainreliability/upload,103,0,72
1724655298057,75,Login-140,204,No Content,Spike test 1-24,text,true,,391,1297,8,8,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=914.321&euri=https%3A%2F%2Fdrive.google.com%2F&lact=33799&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&rtn=954&afmt=140&idpj=-1&ldpj=-3&rti=914&st=721.96&et=724.26&muted=0&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,51
1724655297998,154,Login-137,200,OK,Spike test 1-23,text,true,,1251,1913,8,8,https://play.google.com/log?format=json&hasfast=true&authuser=0,154,0,69
1724655298073,107,Add requirement-146,204,No Content,Spike test 1-29,text,true,,1964,1282,8,8,https://translate.google.com/_/TranslateWebserverUi/gen204/?tmambps=0.008642518179161663&rtembps=-1&rttms=23.73285502320798&ct=undefined,0,0,62
1724655298094,111,Add requirement-148,200,OK,Spike test 1-30,,true,,1195,1451,8,8,https://common.online.office.com/suite/RemoteTelemetry.ashx?usid=88c0e468-4324-5dad-53f0-3a0b340b744e,111,0,83
1724655298089,118,Login-142,200,OK,Spike test 1-28,text,true,,2164,4558,8,8,https://excel.officeapps.live.com/x/_vti_bin/EwaInternalWebService.json/GetSessionStatus?context=%7B%22WorkbookMetadataParameter%22%3A%7B%22WorkbookMetadataState%22%3A%7B%22MetadataVersion%22%3A6%2C%22ServerEventVersion%22%3A0%7D%7D%2C%22ClientRequestId%22%3A%22c72e390d-2ab4-4ab8-a3c3-f2ba89d80202%22%2C%22InstantaneousType%22%3A0%2C%22MakeInstantaneousChange%22%3Afalse%2C%22SessionId%22%3A%2215.SG2PEPF000DE94D1.A108.1.U36.76faff0a-d272-4f3d-b910-ded867cb7cb414.5.en-US5.en-US16.1003200184ed79ce1.S24.XgfuPf5MmEywg3lUbuHWQg%3D%3D16.16.0.18019.4230814.5.en-US5.en-US1.M1.N0.1.S%22%2C%22TransientEditSessionToken%22%3A%221fBS%2F9VTUUaYz1Cor2hHjw%3D%3D%22%2C%22PermissionFlags%22%3A786431%2C%22Configurations%22%3A5767952%2C%22CompleteResponseTimeout%22%3A0%2C%22IsWindowHidden%22%3Atrue%2C%22IsWindowVisible%22%3Afalse%2C%22CollaborationParameter%22%3A%7B%22CollaborationState%22%3A%7B%22UserListVersion%22%3A2%2C%22CollabStateId%22%3A6%7D%7D%2C%22MachineCluster%22%3A%22PSG4%22%2C%22AjaxOptions%22%3A0%2C%22ReturnSheetProcessedData%22%3Afalse%2C%22HasAnyNonOcsCoauthor%22%3Afalse%7D&waccluster=PSG4,118,0,76
1724655296331,1874,Login,,"Number of samples in transaction : 6, number of failing samples : 1",Spike test 1-28,,false,,7054,126045,8,8,null,1776,3,686
1724655298205,30,Add requirement-149,204,No Content,Spike test 1-30,text,true,,391,1295,8,8,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=954.312&euri=https%3A%2F%2Fdrive.google.com%2F&lact=73790&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&afmt=140&idpj=-1&ldpj=-3&rti=954&st=724.26&et=724.26&muted=0&vis=3&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,0
1724655298180,73,Add requirement-147,307,Temporary Redirect,Spike test 1-29,text,true,,1213,925,8,8,https://beacons.gvt2.com/domainreliability/upload,73,0,49
1724655298153,123,Login-138,200,OK,Spike test 1-23,text,true,,2204,146,8,8,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,123,0,48
1724655298208,109,Add requirement-143,200,OK,Spike test 1-28,text,true,,3209,1050,8,8,https://assets.msn.com/content/v1/cms/api/amp/Document/BBIcbQS?akmprotocol=h2,109,0,71
1724655298276,73,Login-139,200,OK,Spike test 1-23,text,true,,1154,967,9,9,https://beacons.gcp.gvt2.com/domainreliability/upload,73,0,49
1724655298317,39,Add requirement-144,200,OK,Spike test 1-28,text,true,,2903,1034,9,9,https://assets.msn.com/content/v1/cms/api/amp/Document/AAPDEK,39,0,0
1724655298253,106,Add requirement-148,200,OK,Spike test 1-29,,true,,1177,1451,9,9,https://common.online.office.com/suite/RemoteTelemetry.ashx?usid=88c0e468-4324-5dad-53f0-3a0b340b744e,106,0,79
1724655298360,23,Add requirement-149,204,No Content,Spike test 1-29,text,true,,391,1295,9,9,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=954.312&euri=https%3A%2F%2Fdrive.google.com%2F&lact=73790&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&afmt=140&idpj=-1&ldpj=-3&rti=954&st=724.26&et=724.26&muted=0&vis=3&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,0
1724655297088,1305,Login-141,400,Exception while decoding the payload,Spike test 1-27,text,false,,532,117164,9,9,https://self.events.data.microsoft.com/OneCollector/1.0/,1305,0,415
1724655298357,77,Add requirement-146,204,No Content,Spike test 1-28,text,true,,1964,1282,9,9,https://translate.google.com/_/TranslateWebserverUi/gen204/?tmambps=0.008642518179161663&rtembps=-1&rttms=23.73285502320798&ct=undefined,0,0,48
1724655298350,96,Login-140,204,No Content,Spike test 1-23,text,true,,391,1297,9,9,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=914.321&euri=https%3A%2F%2Fdrive.google.com%2F&lact=33799&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&rtn=954&afmt=140&idpj=-1&ldpj=-3&rti=914&st=721.96&et=724.26&muted=0&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,64
1724655298331,145,Login-137,200,OK,Spike test 1-22,text,true,,1272,1913,9,9,https://play.google.com/log?format=json&hasfast=true&authuser=0,145,0,51
1724655298434,73,Add requirement-147,200,OK,Spike test 1-28,text,true,,1154,925,9,9,https://beacons.gvt2.com/domainreliability/upload,73,0,49
1724655298393,145,Login-142,200,OK,Spike test 1-27,text,true,,2185,4558,9,9,https://excel.officeapps.live.com/x/_vti_bin/EwaInternalWebService.json/GetSessionStatus?context=%7B%22WorkbookMetadataParameter%22%3A%7B%22WorkbookMetadataState%22%3A%7B%22MetadataVersion%22%3A6%2C%22ServerEventVersion%22%3A0%7D%7D%2C%22ClientRequestId%22%3A%22c72e390d-2ab4-4ab8-a3c3-f2ba89d80202%22%2C%22InstantaneousType%22%3A0%2C%22MakeInstantaneousChange%22%3Afalse%2C%22SessionId%22%3A%2215.SG2PEPF000DE94D1.A108.1.U36.76faff0a-d272-4f3d-b910-ded867cb7cb414.5.en-US5.en-US16.1003200184ed79ce1.S24.XgfuPf5MmEywg3lUbuHWQg%3D%3D16.16.0.18019.4230814.5.en-US5.en-US1.M1.N0.1.S%22%2C%22TransientEditSessionToken%22%3A%221fBS%2F9VTUUaYz1Cor2hHjw%3D%3D%22%2C%22PermissionFlags%22%3A786431%2C%22Configurations%22%3A5767952%2C%22CompleteResponseTimeout%22%3A0%2C%22IsWindowHidden%22%3Atrue%2C%22IsWindowVisible%22%3Afalse%2C%22CollaborationParameter%22%3A%7B%22CollaborationState%22%3A%7B%22UserListVersion%22%3A2%2C%22CollabStateId%22%3A6%7D%7D%2C%22MachineCluster%22%3A%22PSG4%22%2C%22AjaxOptions%22%3A0%2C%22ReturnSheetProcessedData%22%3Afalse%2C%22HasAnyNonOcsCoauthor%22%3Afalse%7D&waccluster=PSG4,145,0,102
1724655296663,1874,Login,,"Number of samples in transaction : 6, number of failing samples : 1",Spike test 1-27,,false,,7162,126045,9,9,null,1776,1,728
1724655298477,117,Login-138,200,OK,Spike test 1-22,text,true,,1778,146,9,9,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,117,0,48
1724655298508,117,Add requirement-148,200,OK,Spike test 1-28,,true,,1171,1451,9,9,https://common.online.office.com/suite/RemoteTelemetry.ashx?usid=88c0e468-4324-5dad-53f0-3a0b340b744e,117,0,78
1724655298539,102,Add requirement-143,200,OK,Spike test 1-27,text,true,,3207,1050,9,9,https://assets.msn.com/content/v1/cms/api/amp/Document/BBIcbQS?akmprotocol=h2,102,0,65
1724655298625,37,Add requirement-149,204,No Content,Spike test 1-28,text,true,,391,1295,9,9,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=954.312&euri=https%3A%2F%2Fdrive.google.com%2F&lact=73790&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&afmt=140&idpj=-1&ldpj=-3&rti=954&st=724.26&et=724.26&muted=0&vis=3&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,0
1724655298641,40,Add requirement-144,200,OK,Spike test 1-27,text,true,,2901,1034,10,10,https://assets.msn.com/content/v1/cms/api/amp/Document/AAPDEK,40,0,0
1724655298594,98,Login-139,200,OK,Spike test 1-22,text,true,,1197,967,10,10,https://beacons.gcp.gvt2.com/domainreliability/upload,98,0,66
1724655298692,77,Login-140,204,No Content,Spike test 1-22,text,true,,391,1297,10,10,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=914.321&euri=https%3A%2F%2Fdrive.google.com%2F&lact=33799&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&rtn=954&afmt=140&idpj=-1&ldpj=-3&rti=914&st=721.96&et=724.26&muted=0&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,48
1724655298681,103,Add requirement-146,204,No Content,Spike test 1-27,text,true,,1964,1282,10,10,https://translate.google.com/_/TranslateWebserverUi/gen204/?tmambps=0.008642518179161663&rtembps=-1&rttms=23.73285502320798&ct=undefined,0,0,65
1724655297508,1294,Login-141,400,Exception while decoding the payload,Spike test 1-26,text,false,,532,117164,10,10,https://self.events.data.microsoft.com/OneCollector/1.0/,1294,0,356
1724655298664,146,Login-137,200,OK,Spike test 1-21,text,true,,1231,1913,10,10,https://play.google.com/log?format=json&hasfast=true&authuser=0,146,0,66
1724655298784,94,Add requirement-147,200,OK,Spike test 1-27,text,true,,1154,925,10,10,https://beacons.gvt2.com/domainreliability/upload,94,0,63
1724655298802,128,Login-142,200,OK,Spike test 1-26,text,true,,2187,4558,10,10,https://excel.officeapps.live.com/x/_vti_bin/EwaInternalWebService.json/GetSessionStatus?context=%7B%22WorkbookMetadataParameter%22%3A%7B%22WorkbookMetadataState%22%3A%7B%22MetadataVersion%22%3A6%2C%22ServerEventVersion%22%3A0%7D%7D%2C%22ClientRequestId%22%3A%22c72e390d-2ab4-4ab8-a3c3-f2ba89d80202%22%2C%22InstantaneousType%22%3A0%2C%22MakeInstantaneousChange%22%3Afalse%2C%22SessionId%22%3A%2215.SG2PEPF000DE94D1.A108.1.U36.76faff0a-d272-4f3d-b910-ded867cb7cb414.5.en-US5.en-US16.1003200184ed79ce1.S24.XgfuPf5MmEywg3lUbuHWQg%3D%3D16.16.0.18019.4230814.5.en-US5.en-US1.M1.N0.1.S%22%2C%22TransientEditSessionToken%22%3A%221fBS%2F9VTUUaYz1Cor2hHjw%3D%3D%22%2C%22PermissionFlags%22%3A786431%2C%22Configurations%22%3A5767952%2C%22CompleteResponseTimeout%22%3A0%2C%22IsWindowHidden%22%3Atrue%2C%22IsWindowVisible%22%3Afalse%2C%22CollaborationParameter%22%3A%7B%22CollaborationState%22%3A%7B%22UserListVersion%22%3A2%2C%22CollabStateId%22%3A6%7D%7D%2C%22MachineCluster%22%3A%22PSG4%22%2C%22AjaxOptions%22%3A0%2C%22ReturnSheetProcessedData%22%3Afalse%2C%22HasAnyNonOcsCoauthor%22%3Afalse%7D&waccluster=PSG4,128,0,78
1724655296996,1930,Login,,"Number of samples in transaction : 6, number of failing samples : 1",Spike test 1-26,,false,,7617,126045,10,10,null,1783,4,655
1724655298810,145,Login-138,200,OK,Spike test 1-21,text,true,,1778,146,10,10,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,145,0,64
1724655298236,737,Add requirement-150,200,OK,Spike test 1-30,text,true,,1306,6158,10,10,https://excel-telemetry.officeapps.live.com/xt/RemoteUls.ashx?waccluster=PSG4&officeserverversion=16.0.18019.42308&usid=88c0e468-4324-5dad-53f0-3a0b340b744e,737,0,493
1724655298931,109,Add requirement-143,200,OK,Spike test 1-26,text,true,,3204,1050,11,11,https://assets.msn.com/content/v1/cms/api/amp/Document/BBIcbQS?akmprotocol=h2,109,0,69
1724655298958,98,Login-139,200,OK,Spike test 1-21,text,true,,1197,967,11,11,https://beacons.gcp.gvt2.com/domainreliability/upload,98,0,66
1724655298878,183,Add requirement-148,200,OK,Spike test 1-27,,true,,1171,1451,11,11,https://common.online.office.com/suite/RemoteTelemetry.ashx?usid=88c0e468-4324-5dad-53f0-3a0b340b744e,183,0,84
1724655299040,37,Add requirement-144,200,OK,Spike test 1-26,text,true,,2898,1034,11,11,https://assets.msn.com/content/v1/cms/api/amp/Document/AAPDEK,37,0,0
1724655298383,708,Add requirement-150,200,OK,Spike test 1-29,text,true,,1306,6158,11,11,https://excel-telemetry.officeapps.live.com/xt/RemoteUls.ashx?waccluster=PSG4&officeserverversion=16.0.18019.42308&usid=88c0e468-4324-5dad-53f0-3a0b340b744e,708,0,473
